stock_id,name,market,industry,period_index,fiscal_quarter,revenue_month,revenue_yoy,operating_margin,net_income_yoy,eps,inventory_turnover,free_cash_flow,composite,composite_delta,value_pick,revenue_yoy_grade,operating_margin_grade,net_income_yoy_grade,eps_grade,inventory_turnover_grade,free_cash_flow_grade,revenue_yoy_values,operating_margin_values,net_income_yoy_values,eps_values,inventory_turnover_values,free_cash_flow_values,revenue_yoy_reason,operating_margin_reason,net_income_yoy_reason,eps_reason,inventory_turnover_reason,free_cash_flow_reason
1102,亞泥,上市,水泥工業,2,2026.1Q,115/06,0,2,1,3,0,4,1.666666667,0,0,C,BB,B,A,C,AA,-2.21499 / -1.15598 / -9.27 / -18.1129 / -5.78377 / -12.8824,7.96 / 9.53 / 12.8 / 13.84,38.3 / -48.8 / 99.9 / -31,0.56 / 0.58 / 1.13 / 0.88,1.78 / 2.28 / 2.32 / 2.22,2686 / 625 / 2922 / 2725 / 5712 / 481,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,C: 最近一季跌逾20%,AA: 連續六季為正
1102,亞泥,上市,水泥工業,3,2026.1Q,115/05,0,2,1,3,0,4,1.666666667,0,0,C,BB,B,A,C,AA,-1.15598 / -9.27 / -18.1129 / -5.78377 / -12.8824 / -18.1913,7.96 / 9.53 / 12.8 / 13.84,38.3 / -48.8 / 99.9 / -31,0.56 / 0.58 / 1.13 / 0.88,1.78 / 2.28 / 2.32 / 2.22,2686 / 625 / 2922 / 2725 / 5712 / 481,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,C: 最近一季跌逾20%,AA: 連續六季為正
1102,亞泥,上市,水泥工業,4,2026.1Q,115/04,0,2,1,3,0,4,1.666666667,-0.5,0,C,BB,B,A,C,AA,-9.27 / -18.1129 / -5.78377 / -12.8824 / -18.1913 / -11.2514,7.96 / 9.53 / 12.8 / 13.84,38.3 / -48.8 / 99.9 / -31,0.56 / 0.58 / 1.13 / 0.88,1.78 / 2.28 / 2.32 / 2.22,2686 / 625 / 2922 / 2725 / 5712 / 481,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,C: 最近一季跌逾20%,AA: 連續六季為正
1102,亞泥,上市,水泥工業,5,2025.4Q,115/03,0,1,1,3,4,4,2.166666667,0,0,C,B,B,A,AA,AA,-18.1129 / -5.78377 / -12.8824 / -18.1913 / -11.2514 / -1.66883,9.53 / 12.8 / 13.84 / 9.05,-48.8 / 99.9 / -31 / -53.7,0.58 / 1.13 / 0.88 / 0.41,2.28 / 2.32 / 2.22 / 2.09,625 / 2922 / 2725 / 5712 / 481 / 8777,C: 平均為負或最近一月為負,B: 最近一季跌逾20% 或 平均<5%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,AA: 四季穩定且平均>=1.5次,AA: 連續六季為正
1102,亞泥,上市,水泥工業,6,2025.4Q,115/01-02,0,1,1,3,4,4,2.166666667,,0,C,B,B,A,AA,AA,-5.78377 / -12.8824 / -18.1913 / -11.2514 / -1.66883 / -15.8937,9.53 / 12.8 / 13.84 / 9.05,-48.8 / 99.9 / -31 / -53.7,0.58 / 1.13 / 0.88 / 0.41,2.28 / 2.32 / 2.22 / 2.09,625 / 2922 / 2725 / 5712 / 481 / 8777,C: 平均為負或最近一月為負,B: 最近一季跌逾20% 或 平均<5%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,AA: 四季穩定且平均>=1.5次,AA: 連續六季為正
1102,亞泥,上市,水泥工業,7,2025.3Q,115/01,0,2,1,3,4,數據不足,數據不足,,0,C,BB,B,A,AA,數據不足,1.85941 / -12.8824 / -18.1913 / -11.2514 / -1.66883 / -15.8937,12.8 / 13.84 / 9.05 / 15,99.9 / -31 / -53.7 / 186.7,1.13 / 0.88 / 0.41 / 1.14,2.32 / 2.22 / 2.09 / 2.42,2922 / 2725 / 5712 / 481 / 8777 / —,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,AA: 四季穩定且平均>=1.5次,not enough periods
1102,亞泥,上市,水泥工業,8,2025.3Q,114/12,0,2,1,3,4,數據不足,數據不足,,0,C,BB,B,A,AA,數據不足,-12.8824 / -18.1913 / -11.2514 / -1.66883 / -15.8937 / -13.1785,12.8 / 13.84 / 9.05 / 15,99.9 / -31 / -53.7 / 186.7,1.13 / 0.88 / 0.41 / 1.14,2.32 / 2.22 / 2.09 / 2.42,2922 / 2725 / 5712 / 481 / 8777 / —,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,AA: 四季穩定且平均>=1.5次,not enough periods
1102,亞泥,上市,水泥工業,9,2025.3Q,114/11,0,2,1,3,4,數據不足,數據不足,,0,C,BB,B,A,AA,數據不足,-18.1913 / -11.2514 / -1.66883 / -15.8937 / -13.1785 / -11.9792,12.8 / 13.84 / 9.05 / 15,99.9 / -31 / -53.7 / 186.7,1.13 / 0.88 / 0.41 / 1.14,2.32 / 2.22 / 2.09 / 2.42,2922 / 2725 / 5712 / 481 / 8777 / —,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,A: 最近四季累積3~5元,AA: 四季穩定且平均>=1.5次,not enough periods
1103,嘉泥,上市,水泥工業,1,2026.2Q,115/07,0,0,2,2,2,0,1,0,0,C,C,BB,BB,BB,C,-3.7897 / -7.48776 / -7.50335 / -23.5546 / -8.85039 / -8.33409,0.3 / 2.33 / -5.58 / -5.25,143.2 / -37.3 / 138.9 / 41.9,0.19 / 0.08 / 0.12 / 1.04,3.8 / 3.04 / 3.32 / 4.14,-810 / -75 / -236 / 262 / 241 / -654,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,BB.2: 最近一季由負轉正,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,C: 六季與四季累積皆為負
1103,嘉泥,上市,水泥工業,2,2026.1Q,115/06,0,0,1,1,1,3,1,0,0,C,C,B,B,B,A,-7.48776 / -7.50335 / -23.5546 / -8.85039 / -8.33409 / -3.27885,2.33 / -5.58 / -5.25 / 1.17,-37.3 / 138.9 / 41.9 / -505.6,0.08 / 0.12 / 1.04 / -0.44,3.04 / 3.32 / 4.14 / 5.54,-75 / -236 / 262 / 241 / -654 / 783,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,B: 四季曾出現單季跌逾20%,A: 六季累積為正且四季累積為正
1103,嘉泥,上市,水泥工業,3,2026.1Q,115/05,0,0,1,1,1,3,1,0,0,C,C,B,B,B,A,-7.50335 / -23.5546 / -8.85039 / -8.33409 / -3.27885 / -3.89213,2.33 / -5.58 / -5.25 / 1.17,-37.3 / 138.9 / 41.9 / -505.6,0.08 / 0.12 / 1.04 / -0.44,3.04 / 3.32 / 4.14 / 5.54,-75 / -236 / 262 / 241 / -654 / 783,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,B: 四季曾出現單季跌逾20%,A: 六季累積為正且四季累積為正
1103,嘉泥,上市,水泥工業,4,2026.1Q,115/04,0,0,1,1,1,3,1,0,0,C,C,B,B,B,A,-23.5546 / -8.85039 / -8.33409 / -3.27885 / -3.89213 / 8.01107,2.33 / -5.58 / -5.25 / 1.17,-37.3 / 138.9 / 41.9 / -505.6,0.08 / 0.12 / 1.04 / -0.44,3.04 / 3.32 / 4.14 / 5.54,-75 / -236 / 262 / 241 / -654 / 783,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,B: 四季曾出現單季跌逾20%,A: 六季累積為正且四季累積為正
1103,嘉泥,上市,水泥工業,5,2025.4Q,115/03,0,0,3,1,1,1,1,0,0,C,C,A,B,B,B,-8.85039 / -8.33409 / -3.27885 / -3.89213 / 8.01107 / -6.02247,-5.58 / -5.25 / 1.17 / -1.06,138.9 / 41.9 / -505.6 / 312.8,0.12 / 1.04 / -0.44 / 0.13,3.32 / 4.14 / 5.54 / 4.61,-236 / 262 / 241 / -654 / 783 / 591,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,A: 近兩季皆正且無大幅衰退,B: 累積>0但<1元 或 最近一季虧損,B: 四季曾出現單季跌逾20%,B: 六季累積為正但四季累積為負
1103,嘉泥,上市,水泥工業,6,2025.4Q,115/01-02,0,0,3,1,1,1,1,,0,C,C,A,B,B,B,-8.33409 / -3.27885 / -3.89213 / 8.01107 / -6.02247 / -11.4089,-5.58 / -5.25 / 1.17 / -1.06,138.9 / 41.9 / -505.6 / 312.8,0.12 / 1.04 / -0.44 / 0.13,3.32 / 4.14 / 5.54 / 4.61,-236 / 262 / 241 / -654 / 783 / 591,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,A: 近兩季皆正且無大幅衰退,B: 累積>0但<1元 或 最近一季虧損,B: 四季曾出現單季跌逾20%,B: 六季累積為正但四季累積為負
1103,嘉泥,上市,水泥工業,7,2025.3Q,115/01,0,0,1,1,0,數據不足,數據不足,,0,C,C,B,B,C,數據不足,-4.17309 / -3.27885 / -3.89213 / 8.01107 / -6.02247 / -11.4089,-5.25 / 1.17 / -1.06 / -9.2,41.9 / -505.6 / 312.8 / -266.7,1.04 / -0.44 / 0.13 / -0.3,4.14 / 5.54 / 4.61 / 4.79,262 / 241 / -654 / 783 / 591 / —,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,C: 最近一季跌逾20%,not enough periods
1103,嘉泥,上市,水泥工業,8,2025.3Q,114/12,0,0,1,1,0,數據不足,數據不足,,0,C,C,B,B,C,數據不足,-3.27885 / -3.89213 / 8.01107 / -6.02247 / -11.4089 / -2.52184,-5.25 / 1.17 / -1.06 / -9.2,41.9 / -505.6 / 312.8 / -266.7,1.04 / -0.44 / 0.13 / -0.3,4.14 / 5.54 / 4.61 / 4.79,262 / 241 / -654 / 783 / 591 / —,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,C: 最近一季跌逾20%,not enough periods
1103,嘉泥,上市,水泥工業,9,2025.3Q,114/11,0,0,1,1,0,數據不足,數據不足,,0,C,C,B,B,C,數據不足,-3.89213 / 8.01107 / -6.02247 / -11.4089 / -2.52184 / -3.3305,-5.25 / 1.17 / -1.06 / -9.2,41.9 / -505.6 / 312.8 / -266.7,1.04 / -0.44 / 0.13 / -0.3,4.14 / 5.54 / 4.61 / 4.79,262 / 241 / -654 / 783 / 591 / —,C: 平均為負或最近一月為負,C: 四季平均為負或最近一季為負,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,B: 累積>0但<1元 或 最近一季虧損,C: 最近一季跌逾20%,not enough periods
1104,環泥,上市,水泥工業,1,2026.2Q,115/07,0,4,2,2,2,3,2.166666667,-0.1666666667,0,C,AA,BB,BB,BB,A,15.3296 / -18.9122 / 1.97635 / -8.97551 / -17.2961 / -3.92608,14.5 / 16.26 / 19 / 13.04,25.4 / -0.4 / 37.9 / 18.6,0.71 / 0.41 / 0.76 / 0.82,2.47 / 2.48 / 3.09 / 2.85,226 / 131 / -324 / 652 / -254 / 164,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,BB.2: 最近一季由負轉正,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,2,2026.1Q,115/06,0,4,1,2,4,3,2.333333333,0,0,C,AA,B,BB,AA,A,-18.9122 / 1.97635 / -8.97551 / -17.2961 / -3.92608 / 3.14672,16.26 / 19 / 13.04 / 15.24,-0.4 / 37.9 / 18.6 / 1.8,0.41 / 0.76 / 0.82 / 0.57,2.48 / 3.09 / 2.85 / 3.39,131 / -324 / 652 / -254 / 164 / 314,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,BB: 最近四季累積1~3元,AA: 四季穩定且平均>=1.5次,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,3,2026.1Q,115/05,0,4,1,2,4,3,2.333333333,0,0,C,AA,B,BB,AA,A,1.97635 / -8.97551 / -17.2961 / -3.92608 / 3.14672 / -6.76448,16.26 / 19 / 13.04 / 15.24,-0.4 / 37.9 / 18.6 / 1.8,0.41 / 0.76 / 0.82 / 0.57,2.48 / 3.09 / 2.85 / 3.39,131 / -324 / 652 / -254 / 164 / 314,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,BB: 最近四季累積1~3元,AA: 四季穩定且平均>=1.5次,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,4,2026.1Q,115/04,0,4,1,2,4,3,2.333333333,-0.1666666667,0,C,AA,B,BB,AA,A,-8.97551 / -17.2961 / -3.92608 / 3.14672 / -6.76448 / 12.6388,16.26 / 19 / 13.04 / 15.24,-0.4 / 37.9 / 18.6 / 1.8,0.41 / 0.76 / 0.82 / 0.57,2.48 / 3.09 / 2.85 / 3.39,131 / -324 / 652 / -254 / 164 / 314,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,BB: 最近四季累積1~3元,AA: 四季穩定且平均>=1.5次,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,5,2025.4Q,115/03,0,4,4,2,2,3,2.5,0,0,C,AA,AA,BB,BB,A,-17.2961 / -3.92608 / 3.14672 / -6.76448 / 12.6388 / 18.0503,19 / 13.04 / 15.24 / 13.84,37.9 / 18.6 / 1.8 / 14.9,0.76 / 0.82 / 0.57 / 0.42,3.09 / 2.85 / 3.39 / 4.13,-324 / 652 / -254 / 164 / 314 / 1008,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,AA.1: 近三季皆正且最近一季成長,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,6,2025.4Q,115/01-02,0,4,4,2,2,3,2.5,,0,C,AA,AA,BB,BB,A,-3.92608 / 3.14672 / -6.76448 / 12.6388 / 18.0503 / -7.58416,19 / 13.04 / 15.24 / 13.84,37.9 / 18.6 / 1.8 / 14.9,0.76 / 0.82 / 0.57 / 0.42,3.09 / 2.85 / 3.39 / 4.13,-324 / 652 / -254 / 164 / 314 / 1008,C: 平均為負或最近一月為負,AA.1: 穩定且平均>=15%,AA.1: 近三季皆正且最近一季成長,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,A: 六季累積為正且四季累積為正
1104,環泥,上市,水泥工業,7,2025.3Q,115/01,2,3,4,2,2,數據不足,數據不足,,0,BB,A,AA,BB,BB,數據不足,4.4235 / 3.14672 / -6.76448 / 12.6388 / 18.0503 / -7.58416,13.04 / 15.24 / 13.84 / 13.22,18.6 / 1.8 / 14.9 / -18.2,0.82 / 0.57 / 0.42 / 0.55,2.85 / 3.39 / 4.13 / 4.2,652 / -254 / 164 / 314 / 1008 / —,BB.1: 六個月內曾單月負成長,A.1: 穩定且平均10~15%,AA.1: 近三季皆正且最近一季成長,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,not enough periods
1104,環泥,上市,水泥工業,8,2025.3Q,114/12,2,3,4,2,2,數據不足,數據不足,,0,BB,A,AA,BB,BB,數據不足,3.14672 / -6.76448 / 12.6388 / 18.0503 / -7.58416 / -7.395,13.04 / 15.24 / 13.84 / 13.22,18.6 / 1.8 / 14.9 / -18.2,0.82 / 0.57 / 0.42 / 0.55,2.85 / 3.39 / 4.13 / 4.2,652 / -254 / 164 / 314 / 1008 / —,BB.1: 六個月內曾單月負成長,A.1: 穩定且平均10~15%,AA.1: 近三季皆正且最近一季成長,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,not enough periods
1104,環泥,上市,水泥工業,9,2025.3Q,114/11,0,3,4,2,2,數據不足,數據不足,,0,C,A,AA,BB,BB,數據不足,-6.76448 / 12.6388 / 18.0503 / -7.58416 / -7.395 / -5.31922,13.04 / 15.24 / 13.84 / 13.22,18.6 / 1.8 / 14.9 / -18.2,0.82 / 0.57 / 0.42 / 0.55,2.85 / 3.39 / 4.13 / 4.2,652 / -254 / 164 / 314 / 1008 / —,C: 平均為負或最近一月為負,A.1: 穩定且平均10~15%,AA.1: 近三季皆正且最近一季成長,BB: 最近四季累積1~3元,BB: 連續兩季下跌且累積跌幅逾20%,not enough periods
1108,幸福,上市,水泥工業,1,2026.2Q,115/07,0,1,0,1,3,4,1.5,-0.3333333333,0,C,B,C,B,A,AA,-13.3252 / -26.577 / -13.7622 / -21.3829 / -15.0441 / -21.2055,4.77 / 9.07 / 7.02 / 14.35,-96.6 / -47.3 / -50.4 / 12,0.05 / 0.17 / 0.16 / 0.3,0.2 / 0.2 / 0.21 / 0.2,20 / 74 / 213 / 51 / 537 / 149,C: 平均為負或最近一月為負,B: 最近一季跌逾20% 或 平均<5%,C: 最近兩季皆為負,B: 累積>0但<1元 或 最近一季虧損,A: 四季穩定且平均<1.5次,AA: 連續六季為正
1108,幸福,上市,水泥工業,2,2026.1Q,115/06,0,2,0,2,3,4,1.833333333,0,0,C,BB,C,BB,A,AA,-26.577 / -13.7622 / -21.3829 / -15.0441 / -21.2055 / -25.9244,9.07 / 7.02 / 14.35 / 61.76,-47.3 / -50.4 / 12 / 323.3,0.17 / 0.16 / 0.3 / 1.39,0.2 / 0.21 / 0.2 / 0.22,74 / 213 / 51 / 537 / 149 / 20,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,C: 最近兩季皆為負,BB: 最近四季累積1~3元,A: 四季穩定且平均<1.5次,AA: 連續六季為正
1108,幸福,上市,水泥工業,3,2026.1Q,115/05,0,2,0,2,3,4,1.833333333,0,0,C,BB,C,BB,A,AA,-13.7622 / -21.3829 / -15.0441 / -21.2055 / -25.9244 / -20.555,9.07 / 7.02 / 14.35 / 61.76,-47.3 / -50.4 / 12 / 323.3,0.17 / 0.16 / 0.3 / 1.39,0.2 / 0.21 / 0.2 / 0.22,74 / 213 / 51 / 537 / 149 / 20,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,C: 最近兩季皆為負,BB: 最近四季累積1~3元,A: 四季穩定且平均<1.5次,AA: 連續六季為正
1108,幸福,上市,水泥工業,4,2026.1Q,115/04,0,2,0,2,3,4,1.833333333,0,0,C,BB,C,BB,A,AA,-21.3829 / -15.0441 / -21.2055 / -25.9244 / -20.555 / -18.0305,9.07 / 7.02 / 14.35 / 61.76,-47.3 / -50.4 / 12 / 323.3,0.17 / 0.16 / 0.3 / 1.39,0.2 / 0.21 / 0.2 / 0.22,74 / 213 / 51 / 537 / 149 / 20,C: 平均為負或最近一月為負,BB.1: 曾單季跌逾20%但不含最近一季,C: 最近兩季皆為負,BB: 最近四季累積1~3元,A: 四季穩定且平均<1.5次,AA: 連續六季為正
1108,幸福,上市,水泥工業,5,2025.4Q,115/03,0,1,1,2,3,4,1.833333333,0,0,C,B,B,BB,A,AA,-15.0441 / -21.2055 / -25.9244 / -20.555 / -18.0305 / -16.0732,7.02 / 14.35 / 61.76 / 14.1,-50.4 / 12 / 323.3 / 7.4,0.16 / 0.3 / 1.39 / 0.32,0.21 / 0.2 / 0.22 / 0.24,213 / 51 / 537 / 149 / 20 / 45,C: 平均為負或最近一月為負,B: 最近一季跌逾20% 或 平均<5%,B: 最近一季為負／四季兩季為負／近三季遞減且<50%,BB: 最近四季累積1~3元,A: 四季穩定且平均<1.5次,AA: 連續六季為正
